epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,264.198,0.38497,0.4573,0.28386,0.79648,0.99501,1,0.995,0.90569,0.99501,1,0.995,0.81779,0.70659,1.19102,0.33188,0.84604,0.000495291,0.000495291,0.000495291
134,266.187,0.39251,0.48159,0.27809,0.78837,0.99286,1,0.995,0.9042,0.99286,1,0.995,0.81275,0.70463,1.24265,0.30804,0.84657,0.000488218,0.000488218,0.000488218
135,268.113,0.39725,0.46534,0.2777,0.78496,0.99383,1,0.995,0.90323,0.99383,1,0.995,0.82061,0.69457,1.23411,0.30845,0.84556,0.000481144,0.000481144,0.000481144
136,270.098,0.39201,0.45992,0.28396,0.79205,0.99315,0.99937,0.995,0.89557,0.99315,0.99937,0.995,0.83456,0.71014,1.30514,0.30928,0.84797,0.000474071,0.000474071,0.000474071
137,272.124,0.37662,0.43967,0.28061,0.79089,0.99402,0.99956,0.995,0.8951,0.99402,0.99956,0.995,0.8228,0.71382,1.34668,0.30391,0.84868,0.000466997,0.000466997,0.000466997
138,274.112,0.38878,0.44407,0.28299,0.78858,0.99582,1,0.995,0.90017,0.99582,1,0.995,0.81547,0.68499,1.283,0.3067,0.84237,0.000459924,0.000459924,0.000459924
139,276.103,0.38859,0.44058,0.27386,0.79006,0.99574,1,0.995,0.90051,0.99574,1,0.995,0.82109,0.68502,1.27454,0.3085,0.84285,0.00045285,0.00045285,0.00045285
140,278.124,0.39421,0.45671,0.27742,0.79022,0.99608,1,0.995,0.89834,0.99608,1,0.995,0.82121,0.71138,1.37755,0.3111,0.84854,0.000445777,0.000445777,0.000445777
141,280.085,0.40388,0.45858,0.27952,0.79127,0.99635,1,0.995,0.90165,0.99635,1,0.995,0.81864,0.70907,1.39564,0.31245,0.84867,0.000438703,0.000438703,0.000438703
142,282.117,0.37954,0.42232,0.26905,0.78928,0.99562,1,0.995,0.89888,0.99562,1,0.995,0.81733,0.69389,1.36672,0.30706,0.84465,0.000431629,0.000431629,0.000431629
143,284.074,0.38521,0.441,0.27514,0.78891,0.99564,1,0.995,0.8999,0.99564,1,0.995,0.82159,0.70093,1.39175,0.30279,0.84648,0.000424556,0.000424556,0.000424556
144,286.066,0.38559,0.44459,0.2765,0.79183,0.99625,1,0.995,0.89555,0.99625,1,0.995,0.81989,0.69966,1.38435,0.31139,0.8471,0.000417482,0.000417482,0.000417482
145,288.033,0.37399,0.43022,0.26487,0.78746,0.99631,1,0.995,0.89464,0.99631,1,0.995,0.81377,0.70213,1.3662,0.31066,0.84813,0.000410409,0.000410409,0.000410409
146,290.078,0.3835,0.44271,0.26804,0.79574,0.99676,1,0.995,0.89297,0.99676,1,0.995,0.8162,0.71388,1.42094,0.31526,0.85086,0.000403335,0.000403335,0.000403335
147,292.013,0.37835,0.43238,0.26893,0.7873,0.99669,1,0.995,0.89742,0.99669,1,0.995,0.83107,0.71054,1.41778,0.31146,0.84963,0.000396262,0.000396262,0.000396262
148,294.06,0.38182,0.43839,0.26705,0.78794,0.99585,1,0.995,0.89818,0.99585,1,0.995,0.82086,0.70587,1.47115,0.31129,0.84824,0.000389188,0.000389188,0.000389188
149,296.026,0.38031,0.44204,0.27271,0.80229,0.99511,1,0.995,0.8994,0.99511,1,0.995,0.82052,0.70731,1.52328,0.30123,0.84904,0.000382115,0.000382115,0.000382115
150,298.022,0.37263,0.43937,0.26639,0.7885,0.99552,1,0.995,0.90194,0.99552,1,0.995,0.82482,0.69625,1.41005,0.29939,0.84474,0.000375041,0.000375041,0.000375041
151,299.97,0.3696,0.44661,0.26688,0.78465,0.99579,1,0.995,0.90204,0.99579,1,0.995,0.82189,0.69937,1.36562,0.30082,0.84504,0.000367967,0.000367967,0.000367967
152,301.995,0.37056,0.42723,0.26588,0.79023,0.99523,1,0.995,0.89915,0.99523,1,0.995,0.82255,0.71283,1.36279,0.30376,0.84769,0.000360894,0.000360894,0.000360894
153,303.969,0.36919,0.42,0.26143,0.79703,0.99492,1,0.995,0.89722,0.99492,1,0.995,0.8269,0.7079,1.36919,0.30117,0.84696,0.00035382,0.00035382,0.00035382
154,305.94,0.35424,0.41032,0.2539,0.78268,0.99411,1,0.995,0.90202,0.99411,1,0.995,0.82477,0.70478,1.42791,0.30499,0.84588,0.000346747,0.000346747,0.000346747
155,307.998,0.3687,0.42513,0.25986,0.78389,0.99433,1,0.995,0.9013,0.99433,1,0.995,0.82866,0.713,1.43252,0.31346,0.84721,0.000339673,0.000339673,0.000339673
156,310.046,0.37832,0.45264,0.25776,0.79029,0.99557,0.99933,0.995,0.89666,0.99557,0.99933,0.995,0.82193,0.71838,1.41507,0.31426,0.84927,0.0003326,0.0003326,0.0003326
157,312.009,0.36437,0.41561,0.25888,0.78451,0.99561,0.99978,0.995,0.90059,0.99561,0.99978,0.995,0.82394,0.71824,1.42554,0.31183,0.85095,0.000325526,0.000325526,0.000325526
158,314.045,0.36041,0.43032,0.25784,0.78837,0.99637,1,0.995,0.89563,0.99637,1,0.995,0.82355,0.71503,1.42922,0.30475,0.85038,0.000318453,0.000318453,0.000318453
159,316.075,0.37005,0.43932,0.26069,0.78857,0.99646,1,0.995,0.89388,0.99646,1,0.995,0.82229,0.7164,1.44056,0.30492,0.85022,0.000311379,0.000311379,0.000311379
160,318.03,0.37986,0.43325,0.26325,0.78938,0.9959,1,0.995,0.9015,0.9959,1,0.995,0.82686,0.71026,1.43118,0.30244,0.84837,0.000304306,0.000304306,0.000304306
161,319.999,0.37031,0.43278,0.26189,0.7915,0.99577,1,0.995,0.90038,0.99577,1,0.995,0.82842,0.70463,1.38763,0.29984,0.84716,0.000297232,0.000297232,0.000297232
162,321.999,0.37962,0.45084,0.26527,0.79641,0.99645,1,0.995,0.90387,0.99645,1,0.995,0.82693,0.70137,1.32721,0.3072,0.84635,0.000290158,0.000290158,0.000290158
163,323.965,0.35433,0.41337,0.25266,0.78509,0.99698,1,0.995,0.90238,0.99698,1,0.995,0.82567,0.70436,1.34605,0.30379,0.84679,0.000283085,0.000283085,0.000283085
164,325.991,0.36676,0.42868,0.26057,0.78687,0.99662,1,0.995,0.90542,0.99662,1,0.995,0.82514,0.70501,1.36029,0.29984,0.84788,0.000276011,0.000276011,0.000276011
165,327.923,0.36113,0.41949,0.25427,0.78405,0.99582,1,0.995,0.90368,0.99582,1,0.995,0.82476,0.70117,1.34076,0.29746,0.84641,0.000268938,0.000268938,0.000268938
166,329.934,0.35551,0.41921,0.25379,0.78139,0.99417,1,0.995,0.90069,0.99417,1,0.995,0.816,0.68815,1.30265,0.29484,0.84415,0.000261864,0.000261864,0.000261864
167,331.958,0.35482,0.40976,0.25212,0.78642,0.99375,1,0.995,0.90164,0.99375,1,0.995,0.8175,0.6926,1.29739,0.2973,0.84474,0.000254791,0.000254791,0.000254791
168,333.929,0.36594,0.43532,0.26222,0.79472,0.99536,0.9994,0.995,0.89718,0.99536,0.9994,0.995,0.82669,0.70282,1.34786,0.29504,0.84622,0.000247717,0.000247717,0.000247717
169,335.915,0.36326,0.44097,0.26024,0.78623,0.99557,0.99873,0.995,0.90246,0.99557,0.99873,0.995,0.832,0.70607,1.3749,0.29434,0.84656,0.000240644,0.000240644,0.000240644
170,337.91,0.36446,0.41231,0.2554,0.78564,0.99621,0.99935,0.995,0.90802,0.99621,0.99935,0.995,0.82604,0.71368,1.4116,0.29607,0.84876,0.00023357,0.00023357,0.00023357
171,339.899,0.35829,0.41843,0.25533,0.7943,0.99626,1,0.995,0.90316,0.99626,1,0.995,0.82503,0.71008,1.39581,0.29933,0.84827,0.000226497,0.000226497,0.000226497
172,341.922,0.35616,0.41684,0.24911,0.78416,0.996,1,0.995,0.9037,0.996,1,0.995,0.82743,0.70631,1.43089,0.29799,0.84778,0.000219423,0.000219423,0.000219423
173,343.891,0.35972,0.43346,0.25519,0.79199,0.99582,1,0.995,0.90697,0.99582,1,0.995,0.82377,0.7081,1.48737,0.29952,0.84742,0.000212349,0.000212349,0.000212349
174,345.888,0.35935,0.43455,0.25322,0.78685,0.99557,1,0.995,0.90104,0.99557,1,0.995,0.82639,0.71026,1.51738,0.30333,0.84824,0.000205276,0.000205276,0.000205276
175,347.92,0.34046,0.40387,0.24488,0.78353,0.99553,1,0.995,0.90141,0.99553,1,0.995,0.82382,0.70505,1.48543,0.30372,0.84744,0.000198202,0.000198202,0.000198202
176,349.93,0.35774,0.42346,0.24925,0.79073,0.99641,1,0.995,0.9042,0.99641,1,0.995,0.82733,0.7088,1.47748,0.30386,0.84773,0.000191129,0.000191129,0.000191129
177,351.946,0.35812,0.40874,0.25323,0.79173,0.99657,1,0.995,0.90136,0.99657,1,0.995,0.83047,0.71472,1.48422,0.30324,0.84895,0.000184055,0.000184055,0.000184055
178,353.978,0.36408,0.41021,0.25242,0.78511,0.99639,1,0.995,0.89845,0.99639,1,0.995,0.83419,0.71176,1.48148,0.30015,0.8485,0.000176982,0.000176982,0.000176982
179,355.926,0.33865,0.40071,0.24523,0.78636,0.99626,1,0.995,0.89911,0.99626,1,0.995,0.82687,0.70558,1.47491,0.29787,0.84777,0.000169908,0.000169908,0.000169908
180,358.007,0.35713,0.40273,0.24919,0.78301,0.99631,1,0.995,0.90091,0.99631,1,0.995,0.8273,0.69558,1.48964,0.29463,0.84639,0.000162835,0.000162835,0.000162835
181,359.951,0.34967,0.40991,0.2459,0.78099,0.99628,1,0.995,0.90228,0.99628,1,0.995,0.82992,0.69708,1.52674,0.29302,0.84718,0.000155761,0.000155761,0.000155761
182,361.885,0.32902,0.38717,0.24673,0.79102,0.99652,1,0.995,0.89974,0.99652,1,0.995,0.83533,0.70564,1.56231,0.29294,0.84947,0.000148687,0.000148687,0.000148687
183,363.93,0.34411,0.40285,0.24387,0.78947,0.99674,1,0.995,0.90294,0.99674,1,0.995,0.84003,0.70911,1.57385,0.29108,0.84992,0.000141614,0.000141614,0.000141614
184,365.94,0.347,0.39727,0.24116,0.78764,0.99688,1,0.995,0.9032,0.99688,1,0.995,0.82739,0.71485,1.57291,0.29782,0.85104,0.00013454,0.00013454,0.00013454
185,367.972,0.33991,0.38552,0.24388,0.78265,0.99689,1,0.995,0.90092,0.99689,1,0.995,0.83076,0.70973,1.56334,0.29617,0.85077,0.000127467,0.000127467,0.000127467
186,369.992,0.34303,0.39381,0.24484,0.78791,0.99606,1,0.995,0.89924,0.99606,1,0.995,0.83118,0.70567,1.53922,0.29388,0.84942,0.000120393,0.000120393,0.000120393
187,371.921,0.34024,0.39375,0.23775,0.79152,0.99577,1,0.995,0.89981,0.99577,1,0.995,0.83575,0.70368,1.51157,0.29396,0.84834,0.00011332,0.00011332,0.00011332
188,373.936,0.3407,0.41033,0.24165,0.78387,0.99517,1,0.995,0.9004,0.99517,1,0.995,0.83523,0.70047,1.49008,0.2956,0.84756,0.000106246,0.000106246,0.000106246
189,375.879,0.34136,0.40101,0.2404,0.78789,0.99498,1,0.995,0.9005,0.99498,1,0.995,0.83237,0.69973,1.48755,0.29153,0.84763,9.91726e-05,9.91726e-05,9.91726e-05
190,377.845,0.33878,0.39778,0.24179,0.7905,0.99515,1,0.995,0.90143,0.99515,1,0.995,0.82784,0.70379,1.46567,0.28793,0.84826,9.20991e-05,9.20991e-05,9.20991e-05
191,409.871,0.33154,0.40427,0.25416,0.77625,0.99539,1,0.995,0.90086,0.99539,1,0.995,0.82293,0.70425,1.45231,0.28998,0.84871,8.50255e-05,8.50255e-05,8.50255e-05
192,411.663,0.35056,0.41442,0.26568,0.77705,0.9955,1,0.995,0.89311,0.9955,1,0.995,0.81921,0.70909,1.4254,0.28837,0.8501,7.7952e-05,7.7952e-05,7.7952e-05
193,413.522,0.32783,0.40587,0.24552,0.78849,0.99544,1,0.995,0.89142,0.99544,1,0.995,0.81811,0.71222,1.41157,0.28738,0.85049,7.08784e-05,7.08784e-05,7.08784e-05
194,415.343,0.32088,0.39948,0.2444,0.77868,0.99531,1,0.995,0.8943,0.99531,1,0.995,0.82132,0.71597,1.41995,0.28856,0.85209,6.38049e-05,6.38049e-05,6.38049e-05
195,417.123,0.33553,0.42207,0.2497,0.78047,0.99525,1,0.995,0.89742,0.99525,1,0.995,0.82141,0.71568,1.42624,0.29154,0.85241,5.67313e-05,5.67313e-05,5.67313e-05
196,418.975,0.33008,0.41589,0.24616,0.77018,0.9957,1,0.995,0.8997,0.9957,1,0.995,0.81788,0.71037,1.41332,0.29103,0.85121,4.96578e-05,4.96578e-05,4.96578e-05
197,420.742,0.31973,0.41365,0.24354,0.78094,0.99574,1,0.995,0.89793,0.99574,1,0.995,0.82008,0.70876,1.4123,0.28866,0.85109,4.25842e-05,4.25842e-05,4.25842e-05
198,422.557,0.31817,0.40171,0.23882,0.78246,0.99588,1,0.995,0.89769,0.99588,1,0.995,0.82208,0.70427,1.41708,0.28798,0.84978,3.55107e-05,3.55107e-05,3.55107e-05
199,424.351,0.32029,0.39994,0.24076,0.77887,0.99595,1,0.995,0.89855,0.99595,1,0.995,0.82142,0.70368,1.42011,0.28872,0.8497,2.84371e-05,2.84371e-05,2.84371e-05
200,426.137,0.31673,0.40672,0.23028,0.77907,0.99605,1,0.995,0.89505,0.99605,1,0.995,0.8181,0.7019,1.4289,0.29019,0.84945,2.13636e-05,2.13636e-05,2.13636e-05
